DATE,SGD
2020/4/28,4.9796
2020/4/27,4.9681
2020/4/24,4.9689
2020/4/23,4.9614
2020/4/22,4.9531
2020/4/21,4.9793
2020/4/20,4.9641
2020/4/17,4.9675
2020/4/16,4.9585
2020/4/15,4.9775
2020/4/14,4.9742
2020/4/13,4.9705
2020/4/10,4.9669
2020/4/9,4.9488
2020/4/8,4.9497
2020/4/7,4.9525
2020/4/3,4.9685
2020/4/2,4.9465
2020/4/1,4.9792
2020/3/31,4.9724
2020/3/30,4.9329
2020/3/27,4.9231
2020/3/26,4.8827
2020/3/25,4.8881
2020/3/24,4.872
2020/3/23,4.8775
2020/3/20,4.8975
2020/3/19,4.8917
2020/3/18,4.92
2020/3/17,4.932
2020/3/16,4.9551
2020/3/13,4.9691
2020/3/12,4.9876
2020/3/11,5.0027
2020/3/10,5.0132
2020/3/9,5.0254
2020/3/6,5.0099
2020/3/5,5.0091
2020/3/4,5.0087
2020/3/3,5.0039
2020/3/2,5.0129
2020/2/28,5.0227
2020/2/27,5.0235
2020/2/26,5.0133
2020/2/25,5.0203
2020/2/24,5.0126
2020/2/21,5.0115
2020/2/20,5.0229
2020/2/19,5.0281
2020/2/18,5.0247
2020/2/17,5.0181
2020/2/14,5.0224
2020/2/13,5.0292
2020/2/12,5.0288
2020/2/11,5.0306
2020/2/10,5.0277
2020/2/7,5.0337
2020/2/6,5.0663
2020/2/5,5.0937
2020/2/4,5.0964
2020/2/3,5.0761
2020/1/23,5.1065
2020/1/22,5.0996
2020/1/21,5.0944
2020/1/20,5.0961
2020/1/17,5.114
2020/1/16,5.1126
2020/1/15,5.1091
2020/1/14,5.1204
2020/1/13,5.137
2020/1/10,5.132
2020/1/9,5.1441
2020/1/8,5.1408
2020/1/7,5.1657
2020/1/6,5.1639
2020/1/3,5.1709
2020/1/2,5.1752
2019/12/31,5.1739
2019/12/30,5.1624
2019/12/27,5.1621
2019/12/26,5.154
2019/12/25,5.1695
2019/12/24,5.172
2019/12/23,5.1732
2019/12/20,5.1689
2019/12/19,5.1657
2019/12/18,5.1627
2019/12/17,5.1613
2019/12/16,5.1619
2019/12/13,5.1882
2019/12/12,5.178
2019/12/11,5.1806
2019/12/10,5.1775
2019/12/9,5.1734
2019/12/6,5.1734
2019/12/5,5.174
2019/12/4,5.1555
2019/12/3,5.1388
2019/12/2,5.1376
2019/11/29,5.1478
2019/11/28,5.1445
2019/11/27,5.1558
2019/11/26,5.1536
2019/11/25,5.1611
2019/11/22,5.1607
2019/11/21,5.1567
2019/11/20,5.1502
2019/11/19,5.1513
2019/11/18,5.1487
2019/11/15,5.147
2019/11/14,5.1444
2019/11/13,5.1405
2019/11/12,5.1436
2019/11/11,5.1429
2019/11/8,5.1524
2019/11/7,5.1474
2019/11/6,5.1576
2019/11/5,5.1785
2019/11/4,5.1848
2019/11/1,5.1702
2019/10/31,5.1808
2019/10/30,5.1816
2019/10/29,5.1845
2019/10/28,5.191
2019/10/25,5.1883
2019/10/24,5.1921
2019/10/23,5.1907
2019/10/22,5.1922
2019/10/21,5.1833
2019/10/18,5.1789
2019/10/17,5.1659
2019/10/16,5.1599
2019/10/15,5.1626
2019/10/14,5.1588
2019/10/11,5.1535
2019/10/10,5.1381
2019/10/9,5.1361
2019/10/8,5.1387
2019/9/30,5.1355
2019/9/27,5.139
2019/9/26,5.1588
2019/9/25,5.1474
2019/9/24,5.1525
2019/9/23,5.1448
2019/9/20,5.1377
2019/9/19,5.1476
2019/9/18,5.1491
2019/9/17,5.1412
2019/9/16,5.1429
2019/9/12,5.1549
2019/9/11,5.1415
2019/9/10,5.1459
2019/9/9,5.1413
2019/9/6,5.1391
2019/9/5,5.1319
2019/9/4,5.1235
2019/9/3,5.1249
2019/9/2,5.1247
2019/8/30,5.1314
2019/8/29,5.1333
2019/8/28,5.1274
2019/8/27,5.1223
2019/8/26,5.0743
2019/8/23,5.101
2019/8/22,5.0965
2019/8/21,5.0866
2019/8/20,5.0805
2019/8/19,5.0816
2019/8/16,5.0621
2019/8/15,5.0547
2019/8/14,5.0971
2019/8/13,5.077
2019/8/12,5.0711
2019/8/9,5.0771
2019/8/8,5.0779
2019/8/7,5.071
2019/8/6,5.0296
2019/8/5,5.0239
2019/8/2,5.0056
2019/8/1,5.0192
2019/7/31,5.0231
2019/7/30,5.0273
2019/7/29,5.0262
2019/7/26,5.0308
2019/7/25,5.0377
2019/7/24,5.0406
2019/7/23,5.0552
2019/7/22,5.0552
2019/7/19,5.0571
2019/7/18,5.0527
2019/7/17,5.0679
2019/7/16,5.0677
2019/7/15,5.0563
2019/7/12,5.0594
2019/7/11,5.0593
2019/7/10,5.0557
2019/7/9,5.0621
2019/7/8,5.0644
2019/7/5,5.0673
2019/7/4,5.0665
2019/7/3,5.0628
2019/7/2,5.0527
2019/7/1,5.0828
2019/6/28,5.0805
2019/6/27,5.0777
2019/6/26,5.0747
2019/6/25,5.069
2019/6/24,5.058
2019/6/21,5.0498
2019/6/20,5.0521
2019/6/19,5.0515
2019/6/18,5.0416
2019/6/17,5.0471
2019/6/14,5.0553
2019/6/13,5.0578
2019/6/12,5.0595
2019/6/11,5.0606
2019/6/10,5.0565
2019/6/6,5.0539
2019/6/5,5.0469
2019/6/4,5.0379
2019/6/3,5.0167
2019/5/31,5.0049
2019/5/30,5.0044
2019/5/29,5.0098
2019/5/28,5.0147
2019/5/27,5.0156
2019/5/24,5.0033
2019/5/23,5.0042
2019/5/22,5.0183
2019/5/21,5.0192
2019/5/20,5.0155
2019/5/17,5.0147
2019/5/16,5.0203
2019/5/15,5.0157
2019/5/14,4.9916
2019/5/13,4.9831
2019/5/10,4.9798
2019/5/9,4.9677
2019/5/8,4.9601
2019/5/7,4.9521
2019/5/6,4.9376
2019/4/30,4.9429
2019/4/29,4.9425
2019/4/26,4.9434
2019/4/25,4.9384
2019/4/24,4.9522
2019/4/23,4.9471
2019/4/22,4.9462
2019/4/19,4.945
2019/4/18,4.946
2019/4/17,4.9536
2019/4/16,4.9596
2019/4/15,4.9612
2019/4/12,4.9557
2019/4/11,4.9619
2019/4/10,4.958
2019/4/9,4.957
2019/4/8,4.9592
2019/4/4,4.956
2019/4/3,4.9572
2019/4/2,4.9549
2019/4/1,4.9602
2019/3/29,4.9643
2019/3/28,4.9598
2019/3/27,4.9661
2019/3/26,4.9666
2019/3/25,4.9605
2019/3/22,4.9634
2019/3/21,4.9647
2019/3/20,4.9656
2019/3/19,4.9633
2019/3/18,4.9596
2019/3/15,4.9553
2019/3/14,4.9519
2019/3/13,4.9486
2019/3/12,4.9462
2019/3/11,4.9444
2019/3/8,4.9411
2019/3/7,4.9441
2019/3/6,4.9453
2019/3/5,4.9467
2019/3/4,4.9541
2019/3/1,4.953
2019/2/28,4.9609
2019/2/27,4.9631
2019/2/26,4.9606
2019/2/25,4.9722
2019/2/22,4.9621
2019/2/21,4.9732
2019/2/20,4.9944
2019/2/19,4.9864
2019/2/18,4.9875
2019/2/15,4.9818
2019/2/14,4.9813
2019/2/13,4.991
2019/2/12,4.9807
2019/2/11,4.9786
2019/2/1,4.9824
2019/1/31,4.9743
2019/1/30,4.9806
2019/1/29,4.9778
2019/1/28,4.9869
2019/1/25,4.9914
2019/1/24,4.9918
2019/1/23,4.9982
2019/1/22,4.9929
2019/1/21,4.9892
2019/1/18,4.9924
2019/1/17,4.9893
2019/1/16,4.9867
2019/1/15,4.99
2019/1/14,4.9918
2019/1/11,5.0216
2019/1/10,5.0372
2019/1/9,5.0473
2019/1/8,5.0463
2019/1/7,5.0429
2019/1/4,5.0275
2019/1/3,5.0198
2019/1/2,5.0243
2018/12/28,5.0062
2018/12/27,5.0196
2018/12/26,5.0172
2018/12/25,5.0184
2018/12/24,5.0278
2018/12/21,5.0252
2018/12/20,5.0244
2018/12/19,5.0282
2018/12/18,5.0165
2018/12/17,5.0078
2018/12/14,5.0128
2018/12/13,5.013
2018/12/12,5.0286
2018/12/11,5.0274
2018/12/10,5.0125
2018/12/7,5.0139
2018/12/6,5.0171
2018/12/5,5.0153
2018/12/4,5.0436
2018/12/3,5.0718
2018/11/30,5.0644
2018/11/29,5.0518
2018/11/28,5.0473
2018/11/27,5.0509
2018/11/26,5.0516
2018/11/23,5.0476
2018/11/22,5.0523
2018/11/21,5.0524
2018/11/20,5.0534
2018/11/19,5.047
2018/11/16,5.0427
2018/11/15,5.0334
2018/11/14,5.0376
2018/11/13,5.0307
2018/11/12,5.0378
2018/11/9,5.0425
2018/11/8,5.043
2018/11/7,5.031
2018/11/6,5.0262
2018/11/5,5.0221
2018/11/2,5.0402
2018/11/1,5.034
2018/10/31,5.0273
2018/10/30,5.0297
2018/10/29,5.0281
2018/10/26,5.0323
2018/10/25,5.0278
2018/10/24,5.0324
2018/10/23,5.0279
2018/10/22,5.028
2018/10/19,5.026
2018/10/18,5.028
2018/10/17,5.0304
2018/10/16,5.0249
2018/10/15,5.0198
2018/10/12,5.0182
2018/10/11,4.9959
2018/10/10,4.9985
2018/10/9,4.9883
2018/10/8,4.9896
2018/9/28,5.0315
2018/9/27,5.0266
2018/9/26,5.0212
2018/9/25,5.0109
2018/9/21,5.0122
2018/9/20,5.0057
2018/9/19,5.0059
2018/9/18,4.9887
2018/9/17,4.9874
2018/9/14,4.9906
2018/9/13,4.9921
2018/9/12,4.9832
2018/9/11,4.9679
2018/9/10,4.9629
2018/9/7,4.9644
2018/9/6,4.9632
2018/9/5,4.9644
2018/9/4,4.9708
2018/9/3,4.9833
2018/8/31,4.9952
2018/8/30,4.9935
2018/8/29,4.9898
2018/8/28,4.9975
2018/8/27,5.0241
2018/8/24,5.006
2018/8/23,5.0027
2018/8/22,5.0026
2018/8/21,4.9972
2018/8/20,5.0157
2018/8/17,5.015
2018/8/16,5.0031
2018/8/15,4.9987
2018/8/14,4.9966
2018/8/13,5.0009
2018/8/10,4.9999
2018/8/9,5.0125
2018/8/8,5.0104
2018/8/7,5.0027
2018/8/6,5.0157
2018/8/3,4.9962
2018/8/2,4.9895
2018/8/1,5.0157
2018/7/31,5.0086
2018/7/30,5.0061
2018/7/27,4.9827
2018/7/26,4.9832
2018/7/25,4.9914
2018/7/24,4.9741
2018/7/23,4.9659
2018/7/20,4.9419
2018/7/19,4.9132
2018/7/18,4.9038
2018/7/17,4.9066
2018/7/16,4.8934
2018/7/13,4.8918
2018/7/12,4.8993
2018/7/11,4.8738
2018/7/10,4.8867
2018/7/9,4.8922
2018/7/6,4.8617
2018/7/5,4.8489
2018/7/4,4.8798
2018/7/3,4.8584
2018/7/2,4.8558
2018/6/29,4.8386
2018/6/28,4.8344
2018/6/27,4.8155
2018/6/26,4.7893
2018/6/25,4.7773
2018/6/22,4.7728
2018/6/21,4.7631
2018/6/20,4.7718
2018/6/19,4.7527
2018/6/15,4.7778
2018/6/14,4.7895
2018/6/13,4.7968
2018/6/12,4.7985
2018/6/11,4.7971
2018/6/8,4.7977
2018/6/7,4.7971
2018/6/6,4.799
2018/6/5,4.8005
2018/6/4,4.796
2018/6/1,4.7887
2018/5/31,4.7901
2018/5/30,4.7695
2018/5/29,4.7666
2018/5/28,4.7682
2018/5/25,4.7643
2018/5/24,4.7538
2018/5/23,4.7613
2018/5/22,4.7617
2018/5/21,4.7504
2018/5/18,4.7482
2018/5/17,4.7516
2018/5/16,4.7381
2018/5/15,4.7495
2018/5/14,4.7433
2018/5/11,4.7461
2018/5/10,4.7321
2018/5/9,4.7527
2018/5/8,4.7658
2018/5/7,4.7669
2018/5/4,4.7724
2018/5/3,4.7675
2018/5/2,4.7657
2018/4/27,4.7711
2018/4/26,4.7637
2018/4/25,4.7683
2018/4/24,4.7666
2018/4/23,4.7831
2018/4/20,4.7914
2018/4/19,4.7957
2018/4/18,4.789
2018/4/17,4.7907
2018/4/16,4.7892
2018/4/13,4.7906
2018/4/12,4.7989
2018/4/11,4.8048
2018/4/10,4.8094
2018/4/9,4.7934
2018/4/4,4.7971
2018/4/3,4.7868
2018/4/2,4.7868
2018/3/30,4.795
2018/3/29,4.8
2018/3/28,4.7929
2018/3/27,4.7994
2018/3/26,4.8077
2018/3/23,4.8075
2018/3/22,4.8147
2018/3/21,4.8053
2018/3/20,4.8039
2018/3/19,4.8039
2018/3/16,4.8168
2018/3/15,4.8236
2018/3/14,4.8194
2018/3/13,4.8169
2018/3/12,4.8116
2018/3/9,4.8156
2018/3/8,4.8115
2018/3/7,4.8011
2018/3/6,4.8092
2018/3/5,4.807
2018/3/2,4.7895
2018/3/1,4.7793
2018/2/28,4.774
2018/2/27,4.7943
2018/2/26,4.7993
2018/2/23,4.8137
2018/2/22,4.7955
2018/2/14,4.7949
2018/2/13,4.78
2018/2/12,4.7427
2018/2/9,4.7471
2018/2/8,4.7356
2018/2/7,4.7627
2018/2/6,4.7682
2018/2/5,4.766
2018/2/2,4.8055
2018/2/1,4.8007
2018/1/31,4.8272
2018/1/30,4.8308
2018/1/29,4.8382
2018/1/26,4.8358
2018/1/25,4.8692
2018/1/24,4.8535
2018/1/23,4.851
2018/1/22,4.854
2018/1/19,4.8609
2018/1/18,4.8546
2018/1/17,4.8726
2018/1/16,4.8667
2018/1/15,4.8704
2018/1/12,4.8874
2018/1/11,4.8836
2018/1/10,4.881
2018/1/9,4.8759
2018/1/8,4.8871
2018/1/5,4.8913
2018/1/4,4.8889
2018/1/3,4.8849
2018/1/2,4.87
2017/12/29,4.8831
2017/12/28,4.882
2017/12/27,4.8698
2017/12/26,4.8672
2017/12/25,4.8879
2017/12/22,4.8957
2017/12/21,4.896
2017/12/20,4.9053
2017/12/19,4.9032
2017/12/18,4.903
2017/12/15,4.9109
2017/12/14,4.9052
2017/12/13,4.8974
2017/12/12,4.8969
2017/12/11,4.891
2017/12/8,4.8985
2017/12/7,4.9064
2017/12/6,4.9098
2017/12/5,4.9081
2017/12/4,4.9032
2017/12/1,4.8984
2017/11/30,4.901
2017/11/29,4.9049
2017/11/28,4.8985
2017/11/27,4.892
2017/11/24,4.8914
2017/11/23,4.9024
2017/11/22,4.8967
2017/11/21,4.8892
2017/11/20,4.8859
2017/11/17,4.8871
2017/11/16,4.8842
2017/11/15,4.8783
2017/11/14,4.8753
2017/11/13,4.8756
2017/11/10,4.8776
2017/11/9,4.8699
2017/11/8,4.8631
2017/11/7,4.8617
2017/11/6,4.8557
2017/11/3,4.8617
2017/11/2,4.8649
2017/11/1,4.8663
2017/10/31,4.8807
2017/10/30,4.8686
2017/10/27,4.8597
2017/10/26,4.8763
2017/10/25,4.8681
2017/10/24,4.8697
2017/10/23,4.8625
2017/10/20,4.8737
2017/10/19,4.8734
2017/10/18,4.8759
2017/10/17,4.8718
2017/10/16,4.8759
2017/10/13,4.8682
2017/10/12,4.8613
2017/10/11,4.8571
2017/10/10,4.8645
2017/10/9,4.8751
2017/9/29,4.892
2017/9/28,4.8814
2017/9/27,4.8919
2017/9/26,4.8951
2017/9/25,4.894
2017/9/22,4.8788
2017/9/21,4.8771
2017/9/20,4.88
2017/9/19,4.8678
2017/9/18,4.8624
2017/9/15,4.8591
2017/9/14,4.8472
2017/9/13,4.8523
2017/9/12,4.8466
2017/9/11,4.8209
2017/9/8,4.8413
2017/9/7,4.8352
2017/9/6,4.8281
2017/9/5,4.8082
2017/9/4,4.8366
2017/9/1,4.8594
2017/8/31,4.8615
2017/8/30,4.8757
2017/8/29,4.8909
2017/8/28,4.8947
2017/8/25,4.8893
2017/8/24,4.892
2017/8/23,4.8898
2017/8/22,4.8939
2017/8/21,4.8917
2017/8/18,4.885
2017/8/17,4.896
2017/8/16,4.886
2017/8/15,4.8913
2017/8/14,4.8938
2017/8/11,4.8793
2017/8/10,4.8963
2017/8/9,4.919
2017/8/8,4.9307
2017/8/7,4.9409
2017/8/4,4.945
2017/8/3,4.9397
2017/8/2,4.9458
2017/8/1,4.9529
2017/7/31,4.9591
2017/7/28,4.9601
2017/7/27,4.9631
2017/7/26,4.9541
2017/7/25,4.9536
2017/7/24,4.951
2017/7/21,4.934
2017/7/20,4.9305
2017/7/19,4.9367
2017/7/18,4.9349
2017/7/17,4.9307
2017/7/14,4.9318
2017/7/13,4.9216
2017/7/12,4.9146
2017/7/11,4.9094
2017/7/10,4.919
2017/7/7,4.9127
2017/7/6,4.923
2017/7/5,4.9166
2017/7/4,4.9143
2017/7/3,4.9242
2017/6/30,4.9135
2017/6/29,4.9169
2017/6/28,4.9086
2017/6/27,4.9198
2017/6/26,4.9188
2017/6/23,4.9088
2017/6/22,4.9105
2017/6/21,4.911
2017/6/20,4.9113
2017/6/19,4.9131
2017/6/16,4.9165
2017/6/15,4.9343
2017/6/14,4.9169
2017/6/13,4.9093
2017/6/12,4.9083
2017/6/9,4.9169
2017/6/8,4.9142
2017/6/7,4.92
2017/6/6,4.9192
2017/6/5,4.9187
2017/6/2,4.9111
2017/6/1,4.9242
2017/5/31,4.955
2017/5/26,4.9588
2017/5/25,4.9688
2017/5/24,4.9603
2017/5/23,4.9624
2017/5/22,4.9609
2017/5/19,4.9505
2017/5/18,4.9433
2017/5/17,4.9324
2017/5/16,4.9308
2017/5/15,4.9087
2017/5/12,4.9035
2017/5/11,4.8912
2017/5/10,4.9
2017/5/9,4.9173
2017/5/8,4.9057
2017/5/5,4.9196
2017/5/4,4.9393
2017/5/3,4.9471
2017/5/2,4.9403
2017/4/28,4.939
2017/4/27,4.9406
2017/4/26,4.9398
2017/4/25,4.9436
2017/4/24,4.9315
2017/4/21,4.9271
2017/4/20,4.9268
2017/4/19,4.9234
2017/4/18,4.9259
2017/4/17,4.9309
2017/4/14,4.9273
2017/4/13,4.9292
2017/4/12,4.9118
2017/4/11,4.9094
2017/4/10,4.914
2017/4/7,4.9234
2017/4/6,4.9266
2017/4/5,4.9294
2017/3/31,4.9365
2017/3/30,4.9387
2017/3/29,4.9322
2017/3/28,4.9356
2017/3/27,4.9227
2017/3/24,4.9193
2017/3/23,4.9209
2017/3/22,4.9193
2017/3/21,4.9446
2017/3/20,4.9262
2017/3/17,4.9148
2017/3/16,4.9155
2017/3/15,4.8839
2017/3/14,4.8863
2017/3/13,4.8865
2017/3/10,4.8635
2017/3/9,4.8773
2017/3/8,4.8919
2017/3/7,4.8867
2017/3/6,4.8831
2017/3/3,4.8792
2017/3/2,4.8758
2017/3/1,4.8931
2017/2/28,4.8915
2017/2/27,4.893
2017/2/24,4.8786
2017/2/23,4.8581
2017/2/22,4.8461
2017/2/21,4.8485
2017/2/20,4.8466
2017/2/17,4.833
2017/2/16,4.8389
2017/2/15,4.8316
2017/2/14,4.8349
2017/2/13,4.8391
2017/2/10,4.8364
2017/2/9,4.8506
2017/2/8,4.8569
2017/2/7,4.8649
2017/2/6,4.8788
2017/2/3,4.8606
2017/1/26,4.8613
2017/1/25,4.8324
2017/1/24,4.828
2017/1/23,4.8279
2017/1/20,4.8205
2017/1/19,4.793
2017/1/18,4.8316
2017/1/17,4.8314
2017/1/16,4.8257
2017/1/13,4.8266
2017/1/12,4.8478
2017/1/11,4.8195
2017/1/10,4.8238
2017/1/9,4.8169
2017/1/6,4.8021
2017/1/5,4.8191
2017/1/4,4.8051
2017/1/3,4.7988
2016/12/30,4.7995
2016/12/29,4.7985
2016/12/28,4.7962
2016/12/27,4.799
2016/12/26,4.8045
2016/12/23,4.7918
2016/12/22,4.8064
2016/12/21,4.8137
2016/12/20,4.8014
2016/12/19,4.8123
2016/12/16,4.8162
2016/12/15,4.8097
2016/12/14,4.8487
2016/12/13,4.8463
2016/12/12,4.8278
2016/12/9,4.8416
2016/12/8,4.8536
2016/12/7,4.846
2016/12/6,4.8418
2016/12/5,4.8356
2016/12/2,4.8266
2016/12/1,4.8147
2016/11/30,4.8398
2016/11/29,4.8433
2016/11/28,4.8452
2016/11/25,4.831
2016/11/24,4.8227
2016/11/23,4.8404
2016/11/22,4.8388
2016/11/21,4.8368
2016/11/18,4.8399
2016/11/17,4.8615
2016/11/16,4.8515
2016/11/15,4.8492
2016/11/14,4.8248
2016/11/11,4.8227
2016/11/10,4.8531
2016/11/9,4.8895
2016/11/8,4.8793
2016/11/7,4.8832
2016/11/4,4.8795
2016/11/3,4.8777
2016/11/2,4.8668
2016/11/1,4.868
2016/10/31,4.8633
2016/10/28,4.8661
2016/10/27,4.8694
2016/10/26,4.8764
2016/10/25,4.8595
2016/10/24,4.8571
2016/10/21,4.8511
2016/10/20,4.8573
2016/10/19,4.861
2016/10/18,4.8513
2016/10/17,4.8395
2016/10/14,4.8571
2016/10/13,4.858
2016/10/12,4.8816
2016/10/11,4.8786
2016/10/10,4.8717
2016/9/30,4.8894
2016/9/29,4.9068
2016/9/28,4.9046
2016/9/27,4.8988
2016/9/26,4.9113
2016/9/23,4.916
2016/9/22,4.9219
2016/9/21,4.9018
2016/9/20,4.8912
2016/9/19,4.8826
2016/9/14,4.8959
2016/9/13,4.9221
2016/9/12,4.9181
2016/9/9,4.9375
2016/9/8,4.9479
2016/9/7,4.9478
2016/9/6,4.9156
2016/9/5,4.916
2016/9/2,4.9083
2016/9/1,4.9026
2016/8/31,4.9061
2016/8/30,4.9148
2016/8/29,4.9121
2016/8/26,4.9178
2016/8/25,4.9159
2016/8/24,4.914
2016/8/23,4.9292
2016/8/22,4.9375
2016/8/19,4.9422
2016/8/18,4.9417
2016/8/17,4.9339
2016/8/16,4.9395
2016/8/15,4.9343
2016/8/12,4.9481
2016/8/11,4.9453
2016/8/10,4.9533
2016/8/9,4.9454
2016/8/8,4.9407
2016/8/5,4.9501
2016/8/4,4.9505
2016/8/3,4.9411
2016/8/2,4.9514
2016/8/1,4.9446
2016/7/29,4.9204
2016/7/28,4.9289
2016/7/27,4.9122
2016/7/26,4.9024
2016/7/25,4.914
2016/7/22,4.9238
2016/7/21,4.9232
2016/7/20,4.9485
2016/7/19,4.9677
2016/7/18,4.9684
2016/7/15,4.9749
2016/7/14,4.9625
2016/7/13,4.9641
2016/7/12,4.9576
2016/7/11,4.9642
2016/7/8,4.9548
2016/7/7,4.9496
2016/7/6,4.9406
2016/7/5,4.9457
2016/7/4,4.9396
2016/7/1,4.9363
2016/6/30,4.9239
2016/6/29,4.9048
2016/6/28,4.8841
2016/6/27,4.8883
2016/6/24,4.8965
2016/6/23,4.9122
2016/6/22,4.9073
2016/6/21,4.8923
2016/6/20,4.8853
2016/6/17,4.8808
2016/6/16,4.8684
2016/6/15,4.8689
2016/6/14,4.8494
2016/6/13,4.8387
2016/6/8,4.8533
2016/6/7,4.8378
2016/6/6,4.822
2016/6/3,4.7831
2016/6/2,4.7729
2016/6/1,4.7803
2016/5/31,4.7677
2016/5/30,4.7639
2016/5/27,4.7719
2016/5/26,4.7596
2016/5/25,4.7531
2016/5/24,4.7497
2016/5/23,4.7443
2016/5/20,4.7507
2016/5/19,4.7441
2016/5/18,4.7572
2016/5/17,4.7654
2016/5/16,4.7573
2016/5/13,4.7466
2016/5/12,4.7534
2016/5/11,4.769
2016/5/10,4.7528
2016/5/9,4.7796
2016/5/6,4.7956
2016/5/5,4.7924
2016/5/4,4.8037
2016/5/3,4.8238
2016/4/29,4.8106
2016/4/28,4.8173
2016/4/27,4.8008
2016/4/26,4.8021
2016/4/25,4.8045
2016/4/22,4.8105
2016/4/21,4.8133
2016/4/20,4.8236
2016/4/19,4.7896
2016/4/18,4.7624
2016/4/15,4.7578
2016/4/14,4.7775
2016/4/13,4.8068
2016/4/12,4.8056
2016/4/11,4.7927
2016/4/8,4.7838
2016/4/7,4.805
2016/4/6,4.7791
2016/4/5,4.7795
2016/4/1,4.7906
2016/3/31,4.7884
2016/3/30,4.791
2016/3/29,4.7537
2016/3/28,4.7498
2016/3/25,4.7573
2016/3/24,4.7575
2016/3/23,4.7712
2016/3/22,4.7678
2016/3/21,4.7688
2016/3/18,4.789
2016/3/17,4.7565
2016/3/16,4.7179
2016/3/15,4.7231
2016/3/14,4.725
2016/3/11,4.7092
2016/3/10,4.7137
2016/3/9,4.699
2016/3/8,4.7162
2016/3/7,4.7319
2016/3/4,4.7062
2016/3/3,4.68
2016/3/2,4.6725
2016/3/1,4.6556
2016/2/29,4.6456
2016/2/26,4.6652
2016/2/25,4.6508
2016/2/24,4.6409
2016/2/23,4.6566
2016/2/22,4.6374
2016/2/19,4.6384
2016/2/18,4.6443
2016/2/17,4.6336
2016/2/16,4.6502
2016/2/15,4.6822
2016/2/5,4.6845
2016/2/4,4.6335
2016/2/3,4.5884
2016/2/2,4.6072
2016/2/1,4.6024
2016/1/29,4.5984
2016/1/28,4.5846
2016/1/27,4.6024
2016/1/26,4.5876
2016/1/25,4.5986
2016/1/22,4.5827
2016/1/21,4.5745
2016/1/20,4.5678
2016/1/19,4.5696
2016/1/18,4.5628
2016/1/15,4.5774
2016/1/14,4.565
2016/1/13,4.5755
2016/1/12,4.5852
2016/1/11,4.5637
2016/1/8,4.5919
2016/1/7,4.5626
2016/1/6,4.58
2016/1/5,4.5772
2016/1/4,4.5747
2015/12/31,4.5875
2015/12/30,4.5911
2015/12/29,4.6102
2015/12/28,4.6067
2015/12/25,4.6098
2015/12/24,4.6107
2015/12/23,4.6095
2015/12/22,4.6046
2015/12/21,4.5878
2015/12/18,4.5685
2015/12/17,4.589
2015/12/16,4.5926
2015/12/15,4.5842
2015/12/14,4.5679
2015/12/11,4.5867
2015/12/10,4.5816
2015/12/9,4.5571
2015/12/8,4.5586
2015/12/7,4.5769
2015/12/4,4.5801
2015/12/3,4.5291
2015/12/2,4.5498
2015/12/1,4.5329
2015/11/30,4.5211
2015/11/27,4.5383
2015/11/26,4.5482
2015/11/25,4.5375
2015/11/24,4.5061
2015/11/23,4.5162
2015/11/20,4.511
2015/11/19,4.4946
2015/11/18,4.4788
2015/11/17,4.4825
2015/11/16,4.4744
2015/11/13,4.4877
2015/11/12,4.488
2015/11/11,4.4787
2015/11/10,4.47
2015/11/9,4.4756
2015/11/6,4.5115
2015/11/5,4.5175
2015/11/4,4.5424
2015/11/3,4.5334
2015/11/2,4.5144
2015/10/30,4.5336
2015/10/29,4.5348
2015/10/28,4.5469
2015/10/27,4.5652
2015/10/26,4.5457
2015/10/23,4.574
2015/10/22,4.5544
2015/10/21,4.567
2015/10/20,4.5781
2015/10/19,4.5994
2015/10/16,4.5967
2015/10/15,4.6045
2015/10/14,4.5338
2015/10/13,4.5151
2015/10/12,4.5348
2015/10/9,4.5266
2015/10/8,4.5052
2015/9/30,4.4602
2015/9/29,4.4493
2015/9/28,4.4697
2015/9/25,4.4831
2015/9/24,4.4776
2015/9/23,4.4979
2015/9/22,4.5147
2015/9/21,4.5372
2015/9/18,4.5479
2015/9/17,4.5557
2015/9/16,4.5491
2015/9/15,4.5444
2015/9/14,4.5205
2015/9/11,4.5115
2015/9/10,4.4835
2015/9/9,4.4899
2015/9/8,4.4571
2015/9/7,4.4704
2015/9/2,4.5061
2015/9/1,4.5213
2015/8/31,4.5337
2015/8/28,4.581
2015/8/27,4.5726
2015/8/26,4.5604
2015/8/25,4.5409
2015/8/24,4.5144
2015/8/21,4.5476
2015/8/20,4.5641
2015/8/19,4.5581
2015/8/18,4.5435
2015/8/17,4.5432
2015/8/14,4.5755
2015/8/13,4.5548
2015/8/12,4.5061
2015/8/11,4.4501
2015/8/10,4.4378
2015/8/7,4.4361
2015/8/6,4.4428
2015/8/5,4.4449
2015/8/4,4.4517
2015/8/3,4.4724
2015/7/31,4.4703
2015/7/30,4.4823
2015/7/29,4.503
2015/7/28,4.487
2015/7/27,4.4739
2015/7/24,4.4855
2015/7/23,4.4923
2015/7/22,4.5008
2015/7/21,4.4781
2015/7/20,4.486
2015/7/17,4.4943
2015/7/16,4.495
2015/7/15,4.5104
2015/7/14,4.5136
2015/7/13,4.5432
2015/7/10,4.5499
2015/7/9,4.5411
2015/7/8,4.5319
2015/7/7,4.5465
2015/7/6,4.5491
2015/7/3,4.5529
